All OJ,Problem Title,CP4+5,Hint,DACU,Point,Solved
01238,Fetching from uHunt,"8.3b, DP level 4",LA 4143 - Jakarta08; offset technique,,0.0,false
12870,Fetching from uHunt,"8.3b, DP level 4",LA 6848 - Bangkok14; split DP for fishing and nourishing; try all combination of K fishing + 2K nourishing events,,0.0,false
coke,coke,"8.3b, DP level 4","drop parameter n1; recover it from b (number of coke bought), n5, and n10; also available at UVa 10626 - Buying Coke",304,5.6,false
companypicnic,companypicnic,"8.3b, DP level 4","s: (name, has_been_matched); DP weighted matching (both cardinality and weight) on Tree",200,5.0,false
lc0790,to replace with LeetCode link soon...,"8.3b, DP level 4","s: (n, got_hole); t: depends whether there is a hole (due to a Triomino) or not; simple profile DP; leetcode-75",0,4.0,false
rollercoasterfun,rollercoasterfun,"8.3b, DP level 4",s: (T); split DPs when b = 0 and when b != 0,101,7.7,false
11125,Fetching from uHunt,"8.3c, Counting Paths, Harder",counting paths in implicit DAG; the implicit DAG is not trivial; 8 parameters,,0.0,false
11375,Fetching from uHunt,"8.3c, Counting Paths, Harder",counting paths in DAG; 2 parameters; be careful that we can create a 0 with 6 sticks; need to use Java BigInteger,,0.0,false
11432,Fetching from uHunt,"8.3c, Counting Paths, Harder",counting paths in DAG; the implicit DAG is not trivial; 6 parameters,,0.0,false
countcircuits,countcircuits,"8.3c, Counting Paths, Harder","s: (id, cur_x, cur_y); t: skip or use this vector; use offset technique to avoid negative indices",278,5.8,false
favourable,favourable,"8.3c, Counting Paths, Harder",s: (cur_page); t: jump to one of the 3 sections,304,4.5,false
pachinkoprobability,pachinkoprobability,"8.3c, Counting Paths, Harder",s: (pos); DAG modeling; long long,113,5.8,false
01099,Fetching from uHunt,"8.3d, DP with Bitmask",LA 4794 - WorldFinals Harbin10; s: (w; bitmask); recover parameter value h,,0.0,false
01252,Fetching from uHunt,"8.3d, DP with Bitmask","LA 4643 - Tokyo09; DP, s: (mask1, mask2) where mask1/mask2 describes the features/answers, respectively",,0.0,false
10911,Fetching from uHunt,"8.3d, DP with Bitmask",the intro problem of this book; DP with bitmask; weighted MCM; small complete weighted graph,,0.0,false
hidingchickens,hidingchickens,"8.3d, DP with Bitmask",weighted MCM; small complete weighted graph; make fox goes back to the killing spot first after hiding one or two chicke...,89,5.7,false
lc3530,to replace with LeetCode link soon...,"8.3d, DP with Bitmask","s: (mult, mask); t: go to unprocessed vertex if the topological order is not violated",0,6.0,false
narrowartgallery,narrowartgallery,"8.3d, DP with Bitmask","interesting DP; s: (row, state_of_prev_row, k_left)",1417,2.8,false
pebblesolitaire2,pebblesolitaire2,"8.3d, DP with Bitmask",backtracking suffices  for Kattis - pebblesolitair; but this version needs extra memoization,400,3.6,false
00820,Fetching from uHunt,"8.4a, Network Flow, Standard",LA 5220 - WorldFinals Orlando00; very basic max flow problem,,0.0,false
11167,Fetching from uHunt,"8.4a, Network Flow, Standard",many edges in the flow graph; compress the capacity-1 edges when possible; use Dinic's,,0.0,false
11418,Fetching from uHunt,"8.4a, Network Flow, Standard",two layers of graph matching (not really bipartite matching); use max flow solution,,0.0,false
12873,Fetching from uHunt,"8.4a, Network Flow, Standard","LA 6851 - Bangkok14; assignment problem; similar to UVa 00259, 11045, and 10092; use Dinic's",,0.0,false
maxflow,maxflow,"8.4a, Network Flow, Standard",standard max flow problem for practice; print edges used in the max flow,531,6.3,false
mazemovement,mazemovement,"8.4a, Network Flow, Standard",use gcd for all pairs of vertices to construct the flow graph; then it is just a standard max flow problem,135,4.4,false
mincut,mincut,"8.4a, Network Flow, Standard",standard min cut problem for practice; print vertices reachable from source s after max flow,293,4.1,false
00563,Fetching from uHunt,"8.4b, Network Flow, Variants",check whether the maximum number of independent paths on the flow graph equals to b banks,,0.0,false
11380,Fetching from uHunt,"8.4b, Network Flow, Variants",max flow modeling with vertex capacities; similar to UVa 12125,,0.0,false
11757,Fetching from uHunt,"8.4b, Network Flow, Variants",creative problem about min cut; build the flow graph with a bit of simple geometry involving circle; then find the min c...,,0.0,false
11765,Fetching from uHunt,"8.4b, Network Flow, Variants",interesting min cut variant,,0.0,false
avoidingtheapocalypse,avoidingtheapocalypse,"8.4b, Network Flow, Variants",interesting max flow modeling; blow the vertices based on time,191,4.4,false
thekingofthenorth,thekingofthenorth,"8.4b, Network Flow, Variants",interesting min cut problem,193,5.0,false
transportation,transportation,"8.4b, Network Flow, Variants",max flow with vertex capacities,165,5.6,false
00989,Fetching from uHunt,"8.6a, NP-hard/C, small, E",classic SUDOKU puzzle; the small 9x9 instance is solvable with backtracking with pruning; use bitmask to speed up,,0.0,false
11088,Fetching from uHunt,"8.6a, NP-hard/C, small, E",similar to UVa 10911 but partitioning of three persons to one team; PARTITION-INTO-TRIANGLES,,0.0,false
12455,Fetching from uHunt,"8.6a, NP-hard/C, small, E",SUBSET-SUM; try all; see the harder UVa 12911 that requires meet in the middle,,0.0,false
equalsumseasy,equalsumseasy,"8.6a, NP-hard/C, small, E",PARTITION; generate all possible subsets with bitmask; use set to record which sums have been computed,474,2.3,false
flowfree,flowfree,"8.6a, NP-hard/C, small, E",brute force combination 3^10 or 4^8; then LONGEST-PATH problem on non DAG between two end points of the same color,109,4.4,false
font,font,"8.6a, NP-hard/C, small, E",count number of possible SET-COVERs; use 2^N backtracking; but use bitmask to represent small set of covered letters,199,4.2,false
socialadvertising,socialadvertising,"8.6a, NP-hard/C, small, E",MIN-DOMINATING-SET/MIN-SET-COVER; n ≤ 20; use compact Adjacency Matrix technique,59,5.1,false
01098,Fetching from uHunt,"8.6b, NP-hard/C, small, H",LA 4793 - WorldFinals Harbin10; HAMILTONIAN-TOUR; backtracking+pruning; meet in the middle,,0.0,false
11095,Fetching from uHunt,"8.6b, NP-hard/C, small, H",optimization version of Min Vertex Cover on general graph which is NP-Hard,,0.0,false
12911,Fetching from uHunt,"8.6b, NP-hard/C, small, H",SUBSET-SUM; we cannot use DP as 1 ≤ N ≤ 40 and -10^9 ≤ T ≤ 10^9; use meet in the middle,,0.0,false
beanbag,beanbag,"8.6b, NP-hard/C, small, H",SET-COVER problem; T farmers can collude to give Jack the hardest possible subset of beans to be given freely to Jack,119,4.9,false
busplanning,busplanning,"8.6b, NP-hard/C, small, H",MIN-CLIQUE-COVER; DP bitmask over sets,91,5.4,false
lc0015,to replace with LeetCode link soon...,"8.6b, NP-hard/C, small, H",one possible way is to hash all numbers and try all-pairs; avoid duplicates; top-100-liked; top-interview-150,0,4.0,false
programmingteamselection,programmingteamselection,"8.6b, NP-hard/C, small, H",PARTITION-INTO-TRIANGLES; prune if #students % 3 != 0; generate up to m/3 teams; backtracking with memo,64,7.2,false
01347,Fetching from uHunt,"8.6c, NP-hard/C, special, E",LA 3305 - SoutheasternEurope05; this is the pure version of Bitonic TSP problem; you may want to start from here,,0.0,false
10859,Fetching from uHunt,"8.6c, NP-hard/C, special, E",Min-Vertex-Cover; on several trees; maximize number of edges with its two endpoints covered,,0.0,false
11159,Fetching from uHunt,"8.6c, NP-hard/C, special, E",MAX-INDEPENDENT-SET; on Bipartite Graph; ans equals to its MCBM,,0.0,false
bilateral,bilateral,"8.6c, NP-hard/C, special, E",MIN-VERTEX-COVER on Bipartite Graph; MCBM; Konig's theorem that can handle the 1009 case correctly,43,6.5,false
europeantrip,europeantrip,"8.6c, NP-hard/C, special, E",STEINER-TREE with 3 terminal vertices and up to 1 Steiner point; we can use two ternary searches,297,3.3,false
lc0198,to replace with LeetCode link soon...,"8.6c, NP-hard/C, special, E",MWIS; on line graph; simple DP; leetcode-75; top-100-liked; top-interview-150,0,4.0,false
reactivity,reactivity,"8.6c, NP-hard/C, special, E",verify if a HAMILTONIAN-PATH exists in the DAG; find one topological sort of the DAG; verify if it is the only one in li...,280,4.0,false
01086,Fetching from uHunt,"8.6d, NP-hard/C, special, H",LA 4452 - WorldFinals Stockholm09; can be modeled as a 2-SAT problem,,0.0,false
01096,Fetching from uHunt,"8.6d, NP-hard/C, special, H",LA 4791 - WorldFinals Harbin10; Bitonic TSP variant; print the actual path,,0.0,false
01184,Fetching from uHunt,"8.6d, NP-hard/C, special, H",LA 2696 - Dhaka02; MPC on DAG ~ MCBM,,0.0,false
01212,Fetching from uHunt,"8.6d, NP-hard/C, special, H",LA 3483 - Hangzhou05; MWIS on Bipartite Graph,,0.0,false
jailbreak,jailbreak,"8.6d, NP-hard/C, special, H",STEINER-TREE; grid; BFS from 3 vertices: 'outside' and 2 prisoners (open doors independently or meet a Steiner point fir...,130,4.8,false
ridofcoins,ridofcoins,"8.6d, NP-hard/C, special, H",not the minimizing COIN-CHANGE problem; but the maximizing one; greedy pruning; complete search on much smaller instance,94,7.9,false
wedding,wedding,"8.6d, NP-hard/C, special, H",can be modeled as a 2-SAT problem; also available at UVa 11294 - Wedding,36,6.7,false
00714,Fetching from uHunt,"8.7a, BSTA+Other, Easier",binary search the answer and greedy,,0.0,false
11262,Fetching from uHunt,"8.7a, BSTA+Other, Easier",binary search the answer and MCBM; similar with UVa 10804,,0.0,false
12097,Fetching from uHunt,"8.7a, BSTA+Other, Easier",binary search the answer and geometric formula,,0.0,false
arrivingontime,arrivingontime,"8.7a, BSTA+Other, Easier",BSTA: the latest starting time; use Dijkstra's to compute whether we can still arrive at meeting point on time,79,6.3,false
charlesincharge,charlesincharge,"8.7a, BSTA+Other, Easier",BSTA: max edge that Charles can use; SSSP from 1 to $N$ passing through edges that do not exceed that; is it OK?,149,4.8,false
programmingtutors,programmingtutors,"8.7a, BSTA+Other, Easier",+perfect MCBM,161,3.7,false
01221,Fetching from uHunt,"8.7b, BSTA+Other, Harder",LA 3795 - Tehran06; +MCBM,,0.0,false
10537,Fetching from uHunt,"8.7b, BSTA+Other, Harder",+Dijkstra's on State-Space graph,,0.0,false
10983,Fetching from uHunt,"8.7b, BSTA+Other, Harder",binary search the answer and max flow,,0.0,false
catandmice,catandmice,"8.7b, BSTA+Other, Harder",BSTA: the initial velocity of Cartesian Cat; DP TSP to verify if the cat can catch all mice in the shortest possible tim...,141,6.8,false
enemyterritory,enemyterritory,"8.7b, BSTA+Other, Harder","MSSP from all enemy vertices; BSTA, run BFS from (xi, yi) to (xr, yr) avoiding vertices that are too close to any enemy",66,4.2,false
gravamen,gravamen,"8.7b, BSTA+Other, Harder",BSTA + max flow,45,6.1,false
wifi,wifi,"8.7b, BSTA+Other, Harder",+greedy; also available at UVa 11516 - WiFi,214,4.3,false
11960,Fetching from uHunt,"8.7c, Fast DS+Other, Easier",modified Sieve; number of divisors; static Range Maximum Query; use Sparse Table data structure,,0.0,false
12318,Fetching from uHunt,"8.7c, Fast DS+Other, Easier",brute force with unordered_set,,0.0,false
12460,Fetching from uHunt,"8.7c, Fast DS+Other, Easier",a simple BFS problem; use set of string data structure to speed up the check if a word is inside dictionary,,0.0,false
busnumbers2,busnumbers2,"8.7c, Fast DS+Other, Easier",complete search; use unordered_map,377,3.0,false
quickscope,quickscope,"8.7c, Fast DS+Other, Easier",use stack of sets and hash table of stacks,1326,3.9,false
selfsimilarstrings,selfsimilarstrings,"8.7c, Fast DS+Other, Easier",complete search as the string is short; frequency counting; use unordered_map; repetition,181,3.5,false
undetected,undetected,"8.7c, Fast DS+Other, Easier",brute force; simple geometry; UFDS,274,3.9,false
00843,Fetching from uHunt,"8.7d, Fast DS+Other, Harder",backtracking; try mapping each letter to another letter in alphabet; use Trie data structure for speed up,,0.0,false
11474,Fetching from uHunt,"8.7d, Fast DS+Other, Harder",UFDS; connect all tree branches; connect two reachable trees (use geometry); connect trees that can reach doctor,,0.0,false
11525,Fetching from uHunt,"8.7d, Fast DS+Other, Harder",use Fenwick Tree and binary search the answer to find the lowest index i that has RSQ(1;i) = Si,,0.0,false
dictionaryattack,dictionaryattack,"8.7d, Fast DS+Other, Harder",time limit is generous; you can generate all possible password with just 3 swaps; store in sets,101,7.0,false
doublets,doublets,"8.7d, Fast DS+Other, Harder",s: (string); BFS; use trie to quickly identify neighbor that is one Hamming distance away; also available at UVa 10150 -...,56,8.3,false
magicallights,magicallights,"8.7d, Fast DS+Other, Harder",LA 7487 - Singapore15; flatten the tree with DFS; use Fenwick Tree for Range Odd Query; use long long,309,5.4,false
sparklesseven,sparklesseven,"8.7d, Fast DS+Other, Harder",seven nested loops with fast DS,52,5.7,false
10012,Fetching from uHunt,"8.7e, Geometry+CS",try all 8! permutations; Euclidean dist,,0.0,false
11227,Fetching from uHunt,"8.7e, Geometry+CS",brute force; collinear test,,0.0,false
collidingtraffic,collidingtraffic,"8.7e, Geometry+CS","try all pairs of boats; 0.0 if one pair collide; or, use a quadratic equation; also available at UVa 11574 - Colliding T...",48,5.0,false
cranes,cranes,"8.7e, Geometry+CS",circle-circle intersection; backtracking or brute force subsets with bitmask; also available at UVa 11515 - Cranes,137,3.8,false
doggopher,doggopher,"8.7e, Geometry+CS",complete search; Euclidean distance dist; also available at UVa 10310 - Dog and Gopher,119,2.5,false
lc0149,to replace with LeetCode link soon...,"8.7e, Geometry+CS",identical with UVa 11227; top-interview-150,0,6.0,false
11008,Fetching from uHunt,"8.7f, Geometry+Other",collinear test; DP bitmask,,0.0,false
12322,Fetching from uHunt,"8.7f, Geometry+Other",first; use atan2 to convert angles to 1D intervals; then sort it and use a greedy scan to get the answer,,0.0,false
findinglines,findinglines,"8.7f, Geometry+Other",randomly pick two points; there is a good chance that 20% or more points are on that line defined by those two points,209,6.3,false
humancannonball,humancannonball,"8.7f, Geometry+Other",build the travel time graph with Euclidean distance computations; use Floyd-Warshall,757,2.2,false
lc0976,to replace with LeetCode link soon...,"8.7f, Geometry+Other",sort nums in non-increasing order; do triangle inequality checks; programming-skills,0,2.0,false
walkway,walkway,"8.7f, Geometry+Other",we can build the graph and compute area of trapezoid using simple geometry; SSSP on weighted graph; Dijkstra's,190,3.4,false
00393,Fetching from uHunt,"8.7g, Graph+Other",build the small visibility graph with line segment intersection checks; run Floyd-Warshall routine to get the answer,,0.0,false
01092,Fetching from uHunt,"8.7g, Graph+Other",LA 4787 - WorldFinals Harbin10; compress graph; traversal from exit with S/W direction; inclusion-exclusion,,0.0,false
12159,Fetching from uHunt,"8.7g, Graph+Other",LA 4407 - KualaLumpur08; use simple CCW tests (geometry) to build the bipartite graph; MCBM,,0.0,false
crowdcontrol,crowdcontrol,"8.7g, Graph+Other",maximin path problem; MST; DFS from train station to BAPC; block unused edges,100,3.8,false
gears2,gears2,"8.7g, Graph+Other",graph reachability test; cycle with equal ratio is actually OK; math fraction,95,3.7,false
gridmst,gridmst,"8.7g, Graph+Other",Singapore15 preliminary; rectilinear MST problem; small 2D grid; multi-sources BFS to construct short edges; Kruskal's t...,245,7.4,false
01069,Fetching from uHunt,"8.7h, Mathematics+Other","LA 4119 - WorldFinals Banff08; string parsing, divisibility of polynomial, brute force, and modPow",,0.0,false
11282,Fetching from uHunt,"8.7h, Mathematics+Other",derangement and binomial coefficient; Big Integer,,0.0,false
emergency,emergency,"8.7h, Mathematics+Other",the problem is posed as an SSSP problem on special graph; but turns out a simple formula solves the problem; Big Integer,319,3.7,false
industrialspy,industrialspy,"8.7h, Mathematics+Other",brute force recursive bitmask with prime check; also available at UVa 12218 - An Industrial Spy,556,3.3,false
lc1071,to replace with LeetCode link soon...,"8.7h, Mathematics+Other",divisibility; on string; leetcode-75,0,2.0,false
megainversions,megainversions,"8.7h, Mathematics+Other",a bit of combinatorics; use Fenwick Tree to compute smaller/larger numbers quickly,333,5.0,false
ontrack,ontrack,"8.7h, Mathematics+Other","DFS on Tree; the input is a tree, we can try all possible junctions as the critical junction",156,4.1,false
00976,Fetching from uHunt,"8.7i, Graph+DP",flood fill to separate North and South banks; compute the cost of installing a bridge at each column; DP,,0.0,false
10937,Fetching from uHunt,"8.7i, Graph+DP",BFS -> APSP information for TSP; then DP or backtracking,,0.0,false
11324,Fetching from uHunt,"8.7i, Graph+DP","LONGEST-PATH on DAG; first, transform the graph into DAG of its SCCs; toposort",,0.0,false
11331,Fetching from uHunt,"8.7i, Graph+DP",bipartite graph checks; compute size of left/right sets per bipartite component; DP SUBSET-SUM,,0.0,false
treasurediving,treasurediving,"8.7i, Graph+DP",SSSP from source and all idol positions; TSP-like but there is a knapsack style parameter 'air_left'; use backtracking,87,7.3,false
walkforest,walkforest,"8.7i, Graph+DP",counting paths in DAG; build the DAG; Dijkstra's from 'home'; also available at UVa 10917 - A Walk Through the Forest,245,4.4,false
10533,Fetching from uHunt,"8.7j, Other+DP 1D RSQ/RMQ",sieve; check if a prime is a digit prime; DP 1D range sum,,0.0,false
10891,Fetching from uHunt,"8.7j, Other+DP 1D RSQ/RMQ","Double DP; 1D RSQ plus another DP to evaluate decision tree; s: (i, j); try all splitting points; minimax",,0.0,false
11032,Fetching from uHunt,"8.7j, Other+DP 1D RSQ/RMQ",observation: sod(i) can be only from 1 to 63; use 1D Range Sum Query for fun(a; b),,0.0,false
11408,Fetching from uHunt,"8.7j, Other+DP 1D RSQ/RMQ",need 1D Range Sum Query,,0.0,false
centsavings,centsavings,"8.7j, Other+DP 1D RSQ/RMQ","1D RSQ DP for sum of prices from [i..j]; round up/down; s: (idx, d_left); t: try all positioning of the next divider",531,4.6,false
dvoniz,dvoniz,"8.7j, Other+DP 1D RSQ/RMQ",involving 1D RSQ DP; binary search the answer,47,7.1,false
program,program,"8.7j, Other+DP 1D RSQ/RMQ",somewhat like Sieve of Eratosthenes initially and 1D RSQ DP speedup at the end,89,7.7,false
00295,Fetching from uHunt,"8.7k, Three++ Components, E","BSTA x: if the person has diameter x, can he go from left to right? graph connectivity; similar with UVa 10876",,0.0,false
01250,Fetching from uHunt,"8.7k, Three++ Components, E",LA 4607 - SoutheastUSA09; geometry; SSSP on DAG -> DP; DP 1D range sum,,0.0,false
beeproblem,beeproblem,"8.7k, Three++ Components, E",transform bee grid into 2D grid; compute size of each CCs; sort; greedy,156,4.9,false
gettingthrough,gettingthrough,"8.7k, Three++ Components, E",BSTA+graph connectivity; Union-Find; similar to UVa 00295,51,7.2,false
lc2300,to replace with LeetCode link soon...,"8.7k, Three++ Components, E",sort potions; try all spells and BSTA each time; leetcode-75,0,4.0,false
researchproductivityindex,researchproductivityindex,"8.7k, Three++ Components, E",sort papers by decreasing probability; brute force k and greedily submit k best papers; DP probability; keep max,358,3.2,false
00811,Fetching from uHunt,"8.7l, Three++ Components, H",LA 5211 - WorldFinals Eindhoven99; get CH and perimeter of polygon; generate all subsets iteratively with bitmask,,0.0,false
01040,Fetching from uHunt,"8.7l, Three++ Components, H",LA 3271 - WorldFinals Shanghai05; try all subsets of 2^20 cities; MST; complex output formatting,,0.0,false
01079,Fetching from uHunt,"8.7l, Three++ Components, H",LA 4445 - WorldFinals Stockholm09; iterative complete search (permutation); BSTA + greedy,,0.0,false
carpool,carpool,"8.7l, Three++ Components, H",Floyd-Warshall/APSP; iterative brute force subset and permutation; DP; also available at UVa 11288 - Carpool,40,6.4,false
clockpictures,clockpictures,"8.7l, Three++ Components, H",sort angles; compute 'string' of differences of adjacent angles (use modulo); min lexicographic rotation; use SA or KMP,463,5.5,false
guessthenumbers,guessthenumbers,"8.7l, Three++ Components, H",brute force permute up to 5!; recursive string parsing (simple BNF); also available at UVa 12392 - Guess the Numbers,64,8.5,false
00588,Fetching from uHunt,"9.artg, Art Gallery",cutPolygon,,0.0,false
01304,Fetching from uHunt,"9.artg, Art Gallery",LA 2512 - SouthEasternEurope02; cutPolygon and area of polygon,,0.0,false
01571,Fetching from uHunt,"9.artg, Art Gallery",LA 3617 - Yokohama06; cutPolygon,,0.0,false
10078,Fetching from uHunt,"9.artg, Art Gallery",isConvex,,0.0,false
00652,Fetching from uHunt,"9.asta, A* or IDA*",classic sliding block 8-puzzle; IDA*,,0.0,false
00656,Fetching from uHunt,"9.asta, A* or IDA*",we can use IDDFS with pruning,,0.0,false
10181,Fetching from uHunt,"9.asta, A* or IDA*",similar with UVa 652 but larger (now 15 instead of 8); we can use IDA*,,0.0,false
11163,Fetching from uHunt,"9.asta, A* or IDA*",another puzzle game solvable with IDA*,,0.0,false
joggingtrails,joggingtrails,"9.chi1, Chinese Postman",basic Chinese Postman Problem; also available at UVa 10296 - Jogging Trails,75,5.0,false
00756,Fetching from uHunt,"9.chi2, Chinese Remainder",CRT or brute force,,0.0,false
chineseremainder,chineseremainder,"9.chi2, Chinese Remainder",basic CRT; 2 linear congruences; Big Integer,343,5.4,false
generalchineseremainder,generalchineseremainder,"9.chi2, Chinese Remainder",general CRT; 2 linear congruences,362,3.7,false
granica,granica,"9.chi2, Chinese Remainder",CRT; GCD of all N differences of 2 numbers,95,6.2,false
heliocentric,heliocentric,"9.chi2, Chinese Remainder",CRT or brute force,1030,1.8,false
remainderreminder,remainderreminder,"9.chi2, Chinese Remainder",a bit of brute force + sorting; generalized CRT,124,5.2,false
10245,Fetching from uHunt,"9.clos, Closest Pair",classic,,0.0,false
11378,Fetching from uHunt,"9.clos, Closest Pair",also a closest pair problem,,0.0,false
closestpair1,closestpair1,"9.clos, Closest Pair",classic closest pair problem - the easier one,269,5.7,false
10165,Fetching from uHunt,"9.comb, Comb Game Theory",Nim game; application of Sprague-Grundy theorem,,0.0,false
11311,Fetching from uHunt,"9.comb, Comb Game Theory",there are 4 heaps; Nim sum,,0.0,false
01266,Fetching from uHunt,"9.cons, Construction",LA 3478 - LatinAmerica05; follow the given construction strategy,,0.0,false
10741,Fetching from uHunt,"9.cons, Construction",similar idea as 2D Magic Square; but now in 3D; just follow the given construction strategy,,0.0,false
base2palindrome,base2palindrome,"9.cons, Construction",construct all possible base 2 palindromes; put into a set to remove duplicates and maintain order; output the M-th one,385,4.4,false
espressobucks,espressobucks,"9.cons, Construction",easy brute force construction; small nxm; not about Min-Vertex-Cover,159,2.4,false
exofficio,exofficio,"9.cons, Construction",we can use BFS spanning tree from center of the grid; be careful of corner cases,41,7.5,false
plowking,plowking,"9.cons, Construction",greedy construction; reverse MST problem,92,3.2,false
poplava,poplava,"9.cons, Construction",actually there is a rather simple construction algorithm to achieve the required requirement,105,3.4,false
10506,Fetching from uHunt,"9.debr, De Bruijn Sequence",any valid solution is AC; generate all possible next digit (up to base 10/digit [0..9]); check if it is still a valid Ou...,,0.0,false
11439,Fetching from uHunt,"9.edmo, Edmonds' Matching",BSTA (the minimum weight); use it to reconstruct the graph; perfect matching on medium-sized general graph,,0.0,false
10934,Fetching from uHunt,"9.eggd, Egg Dropping Puzzle",Egg dropping puzzle; interesting DP; try all possible answers,,0.0,false
batteries,batteries,"9.eggd, Egg Dropping Puzzle",Egg dropping puzzle with just 2 batteries; special case,146,3.6,false
powereggs,powereggs,"9.eggd, Egg Dropping Puzzle",Egg dropping puzzle; similar to UVa 10934,92,5.2,false
golfbot,golfbot,"9.fast, Fast Fourier Trans",count frequencies dist of each reachable distance in one shot; use FFT to multiply dist*dist; count distances reachable ...,133,6.1,false
polymul2,polymul2,"9.fast, Fast Fourier Trans",basic polynomial multiplication problem that needs an O(n log n) algorithm; also see Kattis - polymul1,227,6.8,false
01645,Fetching from uHunt,"9.form, Formulas/Theorems",LA 6368 - Chengdu12; number of rooted trees with n vertices in which vertices at the same level have the same degree,,0.0,false
11719,Fetching from uHunt,"9.form, Formulas/Theorems",count the number of spanning tree in a complete bipartite graph; use Java BigInteger,,0.0,false
12786,Fetching from uHunt,"9.form, Formulas/Theorems",similar to UVa 10720 and 11414; Erdos-Gallai Theorem,,0.0,false
13108,Fetching from uHunt,"9.form, Formulas/Theorems",Moser's circle; the formula is hard to derive; g(n) = nC4 + nC2 + 1,,0.0,false
houseofcards,houseofcards,"9.form, Formulas/Theorems",number of cards for certain height h is h * (3*h + 1) / 2; use Python to handle Big Integer,432,3.4,false
janitortroubles,janitortroubles,"9.form, Formulas/Theorems",Brahmagupta's formula,745,1.5,false
sjecista,sjecista,"9.form, Formulas/Theorems",number of intersections of diagonals in a convex polygon,581,1.9,false
00684,Fetching from uHunt,"9.gaus, Gauss Elimination",modified Gaussian elimination to find (integral) determinant of a square matrix,,0.0,false
11319,Fetching from uHunt,"9.gaus, Gauss Elimination",solve the system of the first 7 linear equations; then use all 1500 equations for 'smart sequence' checks,,0.0,false
seti,seti,"9.gaus, Gauss Elimination","n equations and n unknowns; but there are division under modulo, so use Gaussian elimination with modular multiplicative...",52,3.1,false
pizza,pizza,"9.grad, Gradient Descent",gradient descent,252,4.5,false
amazing,amazing,"9.inte, Interactive Problem",run DFS and react based on the output of the program,215,5.2,false
askmarilyn,askmarilyn,"9.inte, Interactive Problem",the famous Monty hall problem in interactive format,135,4.2,false
blackout,blackout,"9.inte, Interactive Problem",interactive game theory; block one row; mirror jury's move,129,3.1,false
crusaders,crusaders,"9.inte, Interactive Problem",another nice interactive problem about binary search,34,7.4,false
guess,guess,"9.inte, Interactive Problem",interactive problem; binary search,1682,2.7,false
01045,Fetching from uHunt,"9.kuhn, Kuhn-Munkres",LA 3276 - WorldFinals Shanghai05; try all configurations; weighted matching; pick the best; Kuhn-Munkres,,0.0,false
10746,Fetching from uHunt,"9.kuhn, Kuhn-Munkres",min weighted bipartite matching,,0.0,false
10888,Fetching from uHunt,"9.kuhn, Kuhn-Munkres",BFS/SSSP; min weighted bipartite matching,,0.0,false
11553,Fetching from uHunt,"9.kuhn, Kuhn-Munkres",brute force; DP bitmask; or Hungarian,,0.0,false
aqueducts,aqueducts,"9.kuhn, Kuhn-Munkres",build bipartite graph; weighted MCBM; Hungarian,51,6.0,false
engaging,engaging,"9.kuhn, Kuhn-Munkres",LA 8437 - HoChiMinhCity17; Hungarian; print solution,135,5.8,false
cheeseifyouplease,cheeseifyouplease,"9.line, Linear Programming",simple Linear Programming problem; use Simplex,51,3.3,false
maximumrent,maximumrent,"9.line, Linear Programming",basic Linear Programming problem with integer output; we can use simplex algorithm or another simpler solution,241,3.1,false
10938,Fetching from uHunt,"9.lowe, Lowest Common Anc",basic LCA problem,,0.0,false
12238,Fetching from uHunt,"9.lowe, Lowest Common Anc",similar to UVa 10938,,0.0,false
chewbacca,chewbacca,"9.lowe, Lowest Common Anc",complete short k-ary tree; binary heap indexing; LCA,186,3.6,false
00348,Fetching from uHunt,"9.matr, Matrix Chain Mult","DP; s(i, j); output the optimal solution; the optimal sequence is not unique",,0.0,false
10594,Fetching from uHunt,"9.minc, Min Cost (Max) Flow",basic min cost max flow problem,,0.0,false
10806,Fetching from uHunt,"9.minc, Min Cost (Max) Flow",send 2 edge-disjoint flows with min cost,,0.0,false
11301,Fetching from uHunt,"9.minc, Min Cost (Max) Flow",modeling; vertex capacity; MCMF,,0.0,false
12821,Fetching from uHunt,"9.minc, Min Cost (Max) Flow",similar to UVa 10806,,0.0,false
catering,catering,"9.minc, Min Cost (Max) Flow",LA 7152 - WorldFinals Marrakech15; MCMF modeling,246,3.9,false
mincostmaxflow,mincostmaxflow,"9.minc, Min Cost (Max) Flow",very basic MCMF problem; good starting point,232,5.3,false
ragingriver,ragingriver,"9.minc, Min Cost (Max) Flow",MCMF; unit capacity and unit cost,96,7.1,false
00120,Fetching from uHunt,"9.panc, Pancake Sorting",greedy pancake sorting,,0.0,false
lc0969,to replace with LeetCode link soon...,"9.panc, Pancake Sorting","the easier form of Pancake Sorting; flip largest to top (index 1), then to target; at most 2*n flips",0,4.0,false
11476,Fetching from uHunt,"9.poll, Pollard's rho",basic integer factorization problem that requires Pollard's rho algorithm,,0.0,false
lc0169,to replace with LeetCode link soon...,"9.rand, Randomized Algo","try a random number and see if it is the majority element, repeat; top-100-liked; top-interview-150",0,2.0,false
lc0398,to replace with LeetCode link soon...,"9.rand, Randomized Algo",separate chaining; record indices of each value; randomly return a valid index,0,4.0,false
lc0519,to replace with LeetCode link soon...,"9.rand, Randomized Algo","randomly pick (r, c) inside the grid; repeat if it has been taken",0,4.0,false
